"categorySetId","questionPhrase","questionType","questionImageId","solutionImageId","autor","pointsToAchieve","profession","level","Answer1","Answer2","Answer3","ZO1","ZO2","ZO3","ZO4","ZO5","solution1","solution2","solution3"
"5.3.1","<SPAN STYLE="""" >steigt:</SPAN>","ZO","1003","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >steigt:</SPAN>","<SPAN STYLE="""" >ver&auml;ndert sich nicht:</SPAN>","<SPAN STYLE="""" >sinkt:</SPAN>","<SPAN STYLE="""" >U1</SPAN>","<SPAN STYLE="""" >U4</SPAN>","VOID","VOID","VOID","ba","VOID","VOID"
"5.3.1","<SPAN STYLE="""" >steigt:</SPAN>","ZO","1003","","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >steigt:</SPAN>","<SPAN STYLE="""" >ver&auml;ndert sich nicht:</SPAN>","<SPAN STYLE="""" >sinkt:</SPAN>","<SPAN STYLE="""" >U1</SPAN>","<SPAN STYLE="""" >U4</SPAN>","VOID","VOID","VOID","ba","VOID","VOID"
"5.3.1","<SPAN STYLE="""" >steigt:</SPAN>","ZO","1003","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >steigt:</SPAN>","<SPAN STYLE="""" >ver&auml;ndert sich nicht:</SPAN>","<SPAN STYLE="""" >sinkt:</SPAN>","<SPAN STYLE="""" >U1</SPAN>","<SPAN STYLE="""" >U4</SPAN>","VOID","VOID","VOID","ba","VOID","VOID"
"5.3.1","<SPAN STYLE="""" >steigt:</SPAN>","ZO","1003","","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >steigt:</SPAN>","<SPAN STYLE="""" >ver&auml;ndert sich nicht:</SPAN>","<SPAN STYLE="""" >sinkt:</SPAN>","<SPAN STYLE="""" >U1</SPAN>","<SPAN STYLE="""" >U4</SPAN>","VOID","VOID","VOID","ba","VOID","VOID"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroplaner","NIL","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","Montage-Elektriker","NIL","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","Netzelektriker","NIL","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.1","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","ZO","1569","","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >Nur Schalter A ist geschlossen.</SPAN>","<SPAN STYLE="""" >Beide Schalter sind geschlossen.</SPAN>","<SPAN STYLE="""" >Nur Schalter B ist geschlossen.</SPAN>","<SPAN STYLE="""" >Lampe leuchtet sehr stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet stark</SPAN>","<SPAN STYLE="""" >Lampe leuchtet schwach</SPAN>","VOID","VOID","b","a","c"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroplaner","NIL","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","Montage-Elektriker","NIL","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","Netzelektriker","NIL","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >I1</SPAN>","ZO","37","","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >I1</SPAN>","<SPAN STYLE="""" >I2</SPAN>","VOID","<SPAN STYLE="""" >steigt</SPAN>","<SPAN STYLE="""" >bleibt gleich</SPAN>","<SPAN STYLE="""" >wird 0 A</SPAN>","VOID","VOID","c","c","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroplaner","NIL","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","Montage-Elektriker","NIL","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","Netzelektriker","NIL","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.2","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","ZO","42","","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >Die Leuchtst&auml;rke der Lampe...</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke I ....</SPAN>","VOID","<SPAN STYLE="""" >nimmt ab.</SPAN>","<SPAN STYLE="""" >bleibt gleich.</SPAN>","<SPAN STYLE="""" >nimmt zu.</SPAN>","VOID","VOID","b","a","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","Elektroplaner","NIL","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","Montage-Elektriker","NIL","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","Netzelektriker","NIL","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","ZO","47","48","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >Minimaler Wert<BR><BR></SPAN>","<SPAN STYLE="""" >Maximaler Wert</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >6 V</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","a","d","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","Elektroplaner","NIL","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","Montage-Elektriker","NIL","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","Netzelektriker","NIL","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von...</SPAN>","ZO","53","54","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >Von...</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >12V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","Elektroplaner","NIL","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","Montage-Elektriker","NIL","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","Netzelektriker","NIL","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","null","unbestimmt","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","null","NIL","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE="""" >Von..</SPAN>","ZO","55","","<SPAN STYLE="""" >FK</SPAN>","1","Hilfe&Demo","3","<SPAN STYLE="""" >Von..</SPAN>","<SPAN STYLE="""" >Bis...</SPAN>","VOID","<SPAN STYLE="""" >0 V</SPAN>","<SPAN STYLE="""" >9 V</SPAN>","<SPAN STYLE="""" >18 V</SPAN>","<SPAN STYLE="""" >27 V</SPAN>","<SPAN STYLE="""" >36 V</SPAN>","c","e","VOID"
"5.3.3","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" ><BR>Tiefster Wert<BR></SPAN>","ZO","3344","3345","<SPAN STYLE="""" >FK</SPAN>","1","Elektroinstallateur","NIL","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" ><BR>Tiefster Wert<BR></SPAN>","<SPAN STYLE="""" >H&ouml;chster Wert</SPAN>","VOID","<SPAN STYLE="""" >0V</SPAN>","<SPAN STYLE="""" >2V</SPAN>","<SPAN STYLE="""" >4V</SPAN>","<SPAN STYLE="""" >6V</SPAN>","<SPAN STYLE="""" >8V</SPAN>","b","e","VOID"
